iter	MultiClass	Accuracy
71	1.09030233	0.4670023854
72	1.090183182	0.4670023854
73	1.090069272	0.4670023854
74	1.089953953	0.4670023854
75	1.089842346	0.4670023854
76	1.089741712	0.4670023854
77	1.089626675	0.4670023854
78	1.089540212	0.4670023854
79	1.089413693	0.4670023854
80	1.089303028	0.4670023854
81	1.089192082	0.4670023854
82	1.089104151	0.4670023854
83	1.088992597	0.4670023854
84	1.088884849	0.4670023854
85	1.088776971	0.4670023854
86	1.088672762	0.4670023854
87	1.08856434	0.4670023854
88	1.088454721	0.4670023854
89	1.088349747	0.4670023854
90	1.088257433	0.4670023854
91	1.088147245	0.4670023854
92	1.088056777	0.4670023854
93	1.087933341	0.4670023854
94	1.087843532	0.4670023854
95	1.087738824	0.4670023854
96	1.087624187	0.4670023854
97	1.087553033	0.4670023854
98	1.087465257	0.4670023854
99	1.087390009	0.4670023854
100	1.087287707	0.4670023854
101	1.087201218	0.4670023854
102	1.087091999	0.4670023854
103	1.086992088	0.4670023854
104	1.086910905	0.4670023854
105	1.086821784	0.4670023854
106	1.086729125	0.4670023854
107	1.086621336	0.4670023854
108	1.086522988	0.4670023854
109	1.086427673	0.4670023854
110	1.086313852	0.4670023854
111	1.086212734	0.4670023854
112	1.086097678	0.4670023854
113	1.08598962	0.4670023854
114	1.085899747	0.4670023854
115	1.085791377	0.4670023854
116	1.085689671	0.4670023854
117	1.085581737	0.4670023854
118	1.085477975	0.4670023854
119	1.085364008	0.4670023854
120	1.085264518	0.4670023854
121	1.08515859	0.4670023854
122	1.085049374	0.4670023854
123	1.084978579	0.4670023854
124	1.084881326	0.4670023854
125	1.084802663	0.4670023854
126	1.08469521	0.4670023854
127	1.084591531	0.4670023854
128	1.084481914	0.4670023854
129	1.084390309	0.4670023854
130	1.084301017	0.4670023854
131	1.084202901	0.4670023854
132	1.084099812	0.4670023854
133	1.084005475	0.4670023854
134	1.083885905	0.4670023854
135	1.083790333	0.4670023854
136	1.083691802	0.4670023854
137	1.08360124	0.4670023854
138	1.083504998	0.4670023854
139	1.083406912	0.4670023854
140	1.083305576	0.4670023854
141	1.083208188	0.4670023854
142	1.083129805	0.4670023854
143	1.083027417	0.4670023854
144	1.082940353	0.4670023854
145	1.082845677	0.4670023854
146	1.082762465	0.4670023854
147	1.082667054	0.4670023854
148	1.082591457	0.4670023854
149	1.082508106	0.4670023854
150	1.082407263	0.4670023854
151	1.082295871	0.4670023854
152	1.082200987	0.4670023854
153	1.082090329	0.4670023854
154	1.081992076	0.4670023854
155	1.081905737	0.4670023854
156	1.081817646	0.4670023854
157	1.081711827	0.4670023854
158	1.081606889	0.4670023854
159	1.081496498	0.4670023854
160	1.08139412	0.4670023854
161	1.081301697	0.4670023854
162	1.081206315	0.4670023854
163	1.081140419	0.4670023854
164	1.081034484	0.4670023854
165	1.080950267	0.4670023854
166	1.080865661	0.4670023854
167	1.080772718	0.4670023854
168	1.080682092	0.4670023854
169	1.080574467	0.4670023854
170	1.080471927	0.4670023854
171	1.080388009	0.4670023854
172	1.080287296	0.4670023854
173	1.080199288	0.4670023854
174	1.080103135	0.4670023854
175	1.080000822	0.4670023854
176	1.079897808	0.4670023854
177	1.079795089	0.4670023854
178	1.079695127	0.4670023854
179	1.079594305	0.4670023854
180	1.079496429	0.4670023854
181	1.079401819	0.4670023854
182	1.079309523	0.4670023854
183	1.079215491	0.4670023854
184	1.079133973	0.4670023854
185	1.079037854	0.4670023854
186	1.078936077	0.4670023854
187	1.07886237	0.4670023854
188	1.07876599	0.4670023854
189	1.078673089	0.4670023854
190	1.078563563	0.4670023854
191	1.078478192	0.4670023854
192	1.078384692	0.4670023854
193	1.078292122	0.4670023854
194	1.078203238	0.4670023854
195	1.078106407	0.4670023854
196	1.078047784	0.4670023854
197	1.077942085	0.4670023854
198	1.077842148	0.4670023854
199	1.077763728	0.4670023854
200	1.07767031	0.4670023854
201	1.077587868	0.4670023854
202	1.077512965	0.4670023854
203	1.077424715	0.4670023854
204	1.077343053	0.4670023854
205	1.077239881	0.4670023854
206	1.077146158	0.4670023854
207	1.077056292	0.4670023854
208	1.076952844	0.4670023854
209	1.076864668	0.4670023854
210	1.076784265	0.4670023854
211	1.076705385	0.4670023854
212	1.076620729	0.4670023854
213	1.07653199	0.4670023854
214	1.07642994	0.4670023854
215	1.076340709	0.4670023854
216	1.07623898	0.4670023854
217	1.076182665	0.4670023854
218	1.076092299	0.4670023854
219	1.075992779	0.4670023854
220	1.075903464	0.4670023854
221	1.07580489	0.4670023854
222	1.0757063	0.4670023854
223	1.075611661	0.4670023854
224	1.075526921	0.4670023854
225	1.075458816	0.4670023854
226	1.075373454	0.4670023854
227	1.075294552	0.4670023854
228	1.075239422	0.4670023854
229	1.075162748	0.4670023854
230	1.075077402	0.4670023854
231	1.074980578	0.4670023854
232	1.074898589	0.4670023854
233	1.074794887	0.4670023854
234	1.074726088	0.4670023854
235	1.074642089	0.4670023854
236	1.074555355	0.4670023854
237	1.0744647	0.4670023854
238	1.07437221	0.4670023854
239	1.074273034	0.4670023854
240	1.074198286	0.4670023854
241	1.074118046	0.4670023854
242	1.074047841	0.4670023854
243	1.073971931	0.4670023854
244	1.07389946	0.4670023854
245	1.073806444	0.4670023854
246	1.073712393	0.4670023854
247	1.073648182	0.4670023854
248	1.073551477	0.4670023854
249	1.073473885	0.4670023854
250	1.073398391	0.4670023854
251	1.07329671	0.4670023854
252	1.073200646	0.4670023854
253	1.073120995	0.4670023854
254	1.073043162	0.4670023854
255	1.072974845	0.4670023854
256	1.072869542	0.4670023854
257	1.07281689	0.4670023854
258	1.072730906	0.4670023854
259	1.072642877	0.4670023854
260	1.07255143	0.4670023854
261	1.072466034	0.4670023854
262	1.07237837	0.4670023854
263	1.072296656	0.4670023854
264	1.072214987	0.4670023854
265	1.07213415	0.4670023854
266	1.072048884	0.4670023854
267	1.071959842	0.4670023854
268	1.071880875	0.4670023854
269	1.07179364	0.4670023854
270	1.07171255	0.4670023854
271	1.071627791	0.4670023854
272	1.071534022	0.4670023854
273	1.071463005	0.4670023854
274	1.071384005	0.4670023854
275	1.071291038	0.4670023854
276	1.071240799	0.4670023854
277	1.071172962	0.4670023854
278	1.071084571	0.4670023854
279	1.071024551	0.4670023854
280	1.070923433	0.4670023854
281	1.070847146	0.4670023854
282	1.070773994	0.4670023854
283	1.070681855	0.4670023854
284	1.070597282	0.4670023854
285	1.070513969	0.4670023854
286	1.070438988	0.4670023854
287	1.070368951	0.4670023854
288	1.070305669	0.4670023854
289	1.070221971	0.4670023854
290	1.070144314	0.4670023854
291	1.070056701	0.4670023854
292	1.069979704	0.4670023854
293	1.069893202	0.4670023854
294	1.06982495	0.4670023854
295	1.069747408	0.4670023854
296	1.069664292	0.4670023854
297	1.069583727	0.4670023854
298	1.069508133	0.4670023854
299	1.069420931	0.4670023854
300	1.069346033	0.4670023854
301	1.069272511	0.4670023854
302	1.069182779	0.4670023854
303	1.069095021	0.4670023854
304	1.069011727	0.4670023854
305	1.068924308	0.4670023854
306	1.068858014	0.4670023854
307	1.068775944	0.4670023854
308	1.068685221	0.4670023854
309	1.068628055	0.4670023854
310	1.068565859	0.4670023854
311	1.06848732	0.4670023854
312	1.06840871	0.4670023854
313	1.068344842	0.4670023854
314	1.068262106	0.4670023854
315	1.068199654	0.4670023854
316	1.068107907	0.4670023854
317	1.068038075	0.4670023854
318	1.0679573	0.4670023854
319	1.067891024	0.4670023854
320	1.067803685	0.4670023854
321	1.067730619	0.4670023854
322	1.067646558	0.4670023854
323	1.067582624	0.4670023854
324	1.067497297	0.4670023854
325	1.067417936	0.4670023854
326	1.067341004	0.4670023854
327	1.067260756	0.4670023854
328	1.067186458	0.4670023854
329	1.067104358	0.4670023854
330	1.067026295	0.4670023854
331	1.066950785	0.4670023854
332	1.066877445	0.4670023854
333	1.066807513	0.4670023854
334	1.066731184	0.4670023854
335	1.066659465	0.4670023854
336	1.06660473	0.4670023854
337	1.066531138	0.4670023854
338	1.066441507	0.4670023854
339	1.066375073	0.4670023854
340	1.066302936	0.4670023854
341	1.066233742	0.4670023854
342	1.066165281	0.4670023854
343	1.066081503	0.4670023854
344	1.066013099	0.4670023854
345	1.06593568	0.4670023854
346	1.065853883	0.4670023854
347	1.065777735	0.4670023854
348	1.065708523	0.4670023854
349	1.065625155	0.4670023854
350	1.065567106	0.4670023854
351	1.065488271	0.4670023854
352	1.065405394	0.4670023854
353	1.065330814	0.4670023854
354	1.065263809	0.4670023854
355	1.065175257	0.4670023854
356	1.065097058	0.4670023854
357	1.065025095	0.4670023854
358	1.064948757	0.4670023854
359	1.064880273	0.4670023854
360	1.064826064	0.4670023854
361	1.064753676	0.4670023854
362	1.064673018	0.4670023854
363	1.064612044	0.4670023854
364	1.06454266	0.4670023854
365	1.064480421	0.4670023854
366	1.064416471	0.4670023854
367	1.064336574	0.4670023854
368	1.064260229	0.4670023854
369	1.064198208	0.4670023854
370	1.06413397	0.4670023854
371	1.064061182	0.4670023854
372	1.063985738	0.4670023854
373	1.063894365	0.4670023854
374	1.06385268	0.4670023854
375	1.063778	0.4670023854
376	1.06370404	0.4670023854
377	1.06363313	0.4670023854
378	1.063553616	0.4670023854
379	1.063494437	0.4670023854
380	1.063430593	0.4670023854
381	1.063358945	0.4670023854
382	1.063276817	0.4670023854
383	1.063213597	0.4670023854
384	1.06312647	0.4670023854
385	1.063065999	0.4670023854
386	1.063012685	0.4670023854
387	1.062936247	0.4670023854
388	1.062872167	0.4670023854
389	1.062819036	0.4670023854
390	1.062778607	0.4670023854
391	1.062703356	0.4670023854
392	1.062643515	0.4670023854
393	1.062572616	0.4670023854
394	1.062504286	0.4670023854
395	1.062436448	0.4670023854
396	1.062355017	0.4670023854
397	1.062278532	0.4670023854
398	1.062204813	0.4670023854
399	1.06213623	0.4670023854
400	1.062076041	0.4670023854
401	1.062010431	0.4670023854
402	1.061932635	0.4670023854
403	1.061858823	0.4670023854
404	1.061790494	0.4670023854
405	1.061712815	0.4670023854
406	1.061648906	0.4670023854
407	1.061585191	0.4670023854
408	1.061513041	0.4670023854
409	1.061438892	0.4670023854
410	1.061381142	0.4670023854
411	1.061317338	0.4670023854
412	1.061254344	0.4670023854
413	1.061174488	0.4670023854
414	1.061109721	0.4670023854
415	1.061042574	0.4670023854
416	1.060984702	0.4670023854
417	1.060904804	0.4670023854
418	1.060841731	0.4670023854
419	1.060789983	0.4670023854
420	1.060726106	0.4670023854
421	1.060655015	0.4670023854
422	1.060589247	0.4670023854
423	1.060529385	0.4670023854
424	1.060456864	0.4670023854
425	1.060377124	0.4670023854
426	1.06032536	0.4670023854
427	1.060262259	0.4670023854
428	1.060202473	0.4670023854
429	1.060123693	0.4670023854
430	1.060041336	0.4670023854
431	1.059967343	0.4670023854
432	1.059888704	0.4670023854
433	1.059829157	0.4670023854
434	1.059771554	0.4670023854
435	1.059692388	0.4670023854
436	1.059638905	0.4670023854
437	1.059579578	0.4670023854
438	1.059520034	0.4670023854
439	1.059451732	0.4670023854
440	1.059382941	0.4670023854
441	1.059317895	0.4670023854
442	1.059243887	0.4670023854
443	1.059198045	0.4670023854
444	1.059129584	0.4670023854
445	1.059071317	0.4670023854
446	1.058997229	0.4670023854
447	1.058940145	0.4670023854
448	1.058863595	0.4670023854
449	1.058805708	0.4670023854
450	1.058741625	0.4670023854
451	1.058671651	0.4670023854
452	1.05861429	0.4670023854
453	1.058546165	0.4670023854
454	1.058467097	0.4670023854
455	1.058400093	0.4670023854
456	1.0583227	0.4670023854
457	1.058260812	0.4670023854
458	1.058197827	0.4670023854
459	1.058161468	0.4670023854
460	1.058103969	0.4670023854
461	1.058036768	0.4670023854
462	1.057966027	0.4670023854
463	1.05791275	0.4670023854
464	1.057842889	0.4670023854
465	1.057772053	0.4670023854
466	1.057720155	0.4670023854
467	1.057669161	0.4670023854
468	1.057603478	0.4670023854
469	1.057535452	0.4670023854
470	1.057470932	0.4670023854
471	1.057397662	0.4670023854
472	1.057333875	0.4670023854
473	1.057264977	0.4670023854
474	1.057190773	0.4670023854
475	1.057128667	0.4670023854
476	1.05705581	0.4670023854
477	1.056996549	0.4670023854
478	1.056919752	0.4670023854
479	1.05685105	0.4670023854
480	1.056788704	0.4670023854
481	1.056722373	0.4670023854
482	1.056661724	0.4670023854
483	1.056601749	0.4670023854
484	1.056538749	0.4670023854
485	1.056504975	0.4670023854
486	1.056436105	0.4670023854
487	1.056377065	0.4670023854
488	1.056317366	0.4670023854
489	1.056249899	0.4670023854
490	1.056196079	0.4670023854
491	1.056136292	0.4670023854
492	1.056076973	0.4670023854
493	1.055998895	0.4670023854
494	1.055937255	0.4670023854
495	1.055865363	0.4670023854
496	1.055809213	0.4670023854
497	1.055749202	0.4670023854
498	1.055688549	0.4670023854
499	1.055632396	0.4670023854
500	1.055576062	0.4670023854
501	1.055516002	0.4670023854
502	1.055451013	0.4670023854
503	1.05539758	0.4670023854
504	1.055334708	0.4670023854
505	1.055290325	0.4670023854
506	1.05522858	0.4670023854
507	1.055165659	0.4670023854
508	1.055094291	0.4670023854
509	1.055033399	0.4670023854
510	1.054990488	0.4670023854
511	1.054933442	0.4670023854
512	1.054885206	0.4670023854
513	1.054818972	0.4670023854
514	1.054751266	0.4670023854
515	1.054701386	0.4670023854
516	1.05466374	0.4670023854
517	1.05459919	0.4670023854
518	1.054551096	0.4670023854
519	1.054495551	0.4670023854
520	1.054420887	0.4670023854
521	1.054368624	0.4670023854
522	1.054336564	0.4670023854
523	1.054277836	0.4670023854
524	1.05421019	0.4670023854
525	1.054149943	0.4670023854
526	1.054089753	0.4670023854
527	1.054046276	0.4670023854
528	1.053976557	0.4670023854
529	1.053900107	0.4670023854
530	1.053843006	0.4670023854
531	1.053793309	0.4670023854
532	1.053730931	0.4670023854
533	1.053684335	0.4670023854
534	1.053623969	0.4670023854
535	1.053580027	0.4670023854
536	1.053515151	0.4670023854
537	1.053453243	0.4670023854
538	1.053391229	0.4670023854
539	1.053323652	0.4670023854
540	1.053258826	0.4670023854
541	1.053219353	0.4670023854
542	1.053154022	0.4670023854
543	1.053096257	0.4670023854
544	1.053033797	0.4670023854
545	1.052987509	0.4670023854
546	1.05294241	0.4670023854
547	1.052880319	0.4670023854
548	1.052821162	0.4670023854
549	1.05277448	0.4670023854
550	1.052729475	0.4670023854
551	1.052688475	0.4670023854
552	1.05261668	0.4670023854
553	1.052541153	0.4670023854
554	1.052488882	0.4670023854
555	1.052424904	0.4670023854
556	1.05235555	0.4670023854
557	1.052295099	0.4670023854
558	1.052241249	0.4670023854
559	1.052173809	0.4670023854
560	1.052120077	0.4670023854
561	1.052061254	0.4670023854
562	1.051988101	0.4670023854
563	1.051941114	0.4670023854
564	1.051888026	0.4670023854
565	1.051824298	0.4670023854
566	1.051760814	0.4670023854
567	1.051709984	0.4670023854
568	1.051651841	0.4670023854
569	1.051592167	0.4670023854
570	1.051547088	0.4670023854
571	1.051492714	0.4670023854
572	1.051438951	0.4670023854
573	1.051393997	0.4670023854
574	1.051332477	0.4670023854
575	1.051292683	0.4670023854
576	1.051243352	0.4670023854
577	1.051179099	0.4670023854
578	1.051118419	0.4670023854
579	1.051079362	0.4670023854
580	1.051024618	0.4670023854
581	1.050973845	0.4670023854
582	1.050926289	0.4670023854
583	1.050872764	0.4670023854
584	1.050822327	0.4670023854
585	1.0507669	0.4670023854
586	1.050715367	0.4670023854
587	1.050657224	0.4670023854
588	1.050616108	0.4670023854
589	1.050551966	0.4670023854
590	1.0505034	0.4670023854
591	1.050433079	0.4670023854
592	1.050379669	0.4670023854
593	1.050314786	0.4670023854
594	1.050261063	0.4670023854
595	1.050200939	0.4670023854
596	1.050146706	0.4670023854
597	1.050080459	0.4670023854
598	1.050016804	0.4670023854
599	1.049957058	0.4670023854
600	1.049913112	0.4670023854
601	1.0498683	0.4670023854
602	1.049822908	0.4670023854
603	1.049770255	0.4670023854
604	1.049696467	0.4670023854
605	1.049644848	0.4670023854
606	1.049602949	0.4670023854
607	1.049548167	0.4670023854
608	1.04948666	0.4670023854
609	1.049431917	0.4670023854
610	1.049381068	0.4670023854
611	1.049320502	0.4670023854
612	1.049253294	0.4670023854
613	1.049190954	0.4670023854
614	1.049141132	0.4670023854
615	1.049076589	0.4670023854
616	1.04901009	0.4670023854
617	1.048944997	0.4670023854
618	1.048903157	0.4670023854
619	1.048858843	0.4670023854
620	1.048813584	0.4670023854
621	1.048747721	0.4670023854
622	1.048698825	0.4670023854
623	1.048662059	0.4670023854
624	1.048618879	0.4670023854
625	1.048556342	0.4670023854
626	1.048510004	0.4670023854
627	1.048454748	0.4670023854
628	1.048408352	0.4670023854
629	1.048355529	0.4670023854
630	1.048298231	0.4670023854
631	1.048241235	0.4670023854
632	1.048183713	0.4672674265
633	1.048120684	0.4672674265
634	1.048086691	0.4670023854
635	1.048052995	0.4670023854
636	1.048006839	0.4670023854
637	1.04798145	0.4670023854
638	1.047918984	0.4670023854
639	1.047859566	0.4670023854
640	1.047816285	0.4670023854
641	1.047791133	0.4670023854
642	1.047746064	0.4670023854
643	1.047688445	0.4670023854
644	1.047624901	0.4670023854
645	1.047579253	0.4670023854
646	1.047523458	0.4670023854
647	1.047475552	0.4670023854
648	1.047427056	0.4670023854
649	1.047369832	0.4670023854
650	1.047324189	0.4670023854
651	1.047278343	0.4670023854
652	1.04721825	0.4670023854
653	1.047162993	0.4670023854
654	1.047108143	0.4670023854
655	1.047054747	0.4670023854
656	1.046986256	0.4672674265
657	1.046933725	0.4672674265
658	1.04688293	0.4672674265
659	1.046826428	0.4672674265
660	1.046768103	0.4672674265
661	1.046712253	0.4672674265
662	1.046672454	0.4672674265
663	1.046625811	0.4672674265
664	1.046581137	0.4672674265
665	1.046541103	0.4672674265
666	1.046482151	0.4672674265
667	1.046441359	0.4672674265
668	1.046395497	0.4672674265
669	1.046341282	0.4672674265
670	1.04629302	0.4672674265
671	1.046239578	0.4672674265
672	1.046185237	0.4672674265
673	1.046126488	0.4672674265
674	1.046080733	0.4672674265
675	1.046045089	0.4672674265
676	1.04599679	0.4672674265
677	1.045943449	0.4672674265
678	1.045905187	0.4672674265
679	1.045839909	0.4672674265
680	1.045789865	0.4672674265
681	1.045750935	0.4672674265
682	1.045704553	0.4672674265
683	1.045657182	0.4672674265
684	1.045616296	0.4672674265
685	1.04557499	0.4672674265
686	1.045517695	0.4672674265
687	1.045460435	0.4672674265
688	1.045408437	0.4672674265
689	1.045356865	0.4672674265
690	1.045319765	0.4672674265
691	1.0452722	0.4672674265
692	1.045226925	0.4672674265
693	1.045185132	0.4672674265
694	1.045129533	0.4672674265
695	1.045074507	0.4672674265
696	1.045012798	0.4672674265
697	1.044969707	0.4672674265
698	1.044930073	0.4672674265
699	1.044884579	0.4672674265
700	1.044862012	0.4672674265
701	1.04480429	0.4672674265
702	1.044759539	0.4672674265
703	1.044706925	0.4672674265
704	1.044664219	0.4672674265
705	1.04461976	0.4672674265
706	1.044576539	0.4672674265
707	1.044528486	0.4672674265
708	1.044479193	0.4672674265
709	1.044450201	0.4672674265
710	1.044399994	0.4672674265
711	1.044340322	0.4672674265
712	1.044300583	0.4672674265
713	1.044249925	0.4672674265
714	1.04420395	0.4672674265
715	1.044163984	0.4672674265
716	1.044111681	0.4672674265
717	1.044067497	0.4672674265
718	1.044014608	0.4672674265
719	1.043965701	0.4672674265
720	1.043916746	0.4672674265
721	1.043871354	0.4672674265
722	1.043827895	0.4672674265
723	1.043790839	0.4672674265
724	1.043748156	0.4672674265
725	1.043695015	0.4672674265
726	1.043643758	0.4672674265
727	1.043598073	0.4672674265
728	1.043536176	0.4672674265
729	1.043493335	0.4672674265
730	1.043438985	0.4672674265
731	1.043402029	0.4672674265
732	1.043365045	0.4672674265
733	1.0433209	0.4672674265
734	1.043285924	0.4672674265
735	1.043244905	0.4672674265
736	1.04319701	0.4672674265
737	1.043145106	0.4672674265
738	1.043100621	0.4672674265
739	1.043055784	0.4672674265
740	1.043004016	0.4672674265
741	1.04297829	0.4672674265
742	1.042934254	0.4672674265
743	1.042880527	0.4672674265
744	1.04283251	0.4672674265
745	1.042784015	0.4672674265
746	1.042745132	0.4672674265
747	1.042692295	0.4672674265
748	1.042637447	0.4672674265
749	1.042579336	0.4672674265
750	1.042541069	0.4672674265
751	1.042494513	0.4672674265
752	1.042445334	0.4672674265
753	1.042402411	0.4672674265
754	1.042346405	0.4672674265
755	1.042302272	0.4672674265
756	1.042251107	0.4672674265
757	1.04220398	0.4672674265
758	1.042155275	0.4672674265
759	1.04211923	0.4672674265
760	1.042075569	0.4672674265
761	1.0420194	0.4672674265
762	1.041970956	0.4672674265
763	1.041924888	0.4672674265
764	1.041873782	0.4672674265
765	1.04182296	0.4672674265
766	1.041769428	0.4672674265
767	1.041714716	0.4672674265
768	1.041658705	0.4672674265
769	1.04162584	0.4672674265
770	1.04157627	0.4672674265
771	1.04152404	0.4672674265
772	1.04147292	0.4672674265
773	1.04141998	0.4672674265
774	1.041371909	0.4672674265
775	1.041317478	0.4672674265
776	1.041259508	0.4672674265
777	1.041215392	0.4672674265
778	1.041170358	0.4672674265
779	1.041123819	0.4672674265
780	1.041066452	0.4672674265
781	1.041015211	0.4672674265
782	1.040964321	0.4672674265
783	1.040922489	0.4672674265
784	1.040863748	0.4672674265
785	1.040829852	0.4672674265
786	1.04078638	0.4672674265
787	1.04074548	0.4672674265
788	1.040706745	0.4672674265
789	1.040653264	0.4672674265
790	1.040606071	0.4672674265
791	1.040560076	0.4672674265
792	1.040505918	0.4672674265
793	1.040460362	0.4672674265
794	1.040416651	0.4672674265
795	1.040388174	0.4672674265
796	1.040341279	0.4672674265
797	1.040300898	0.4672674265
798	1.040254106	0.4672674265
799	1.040219795	0.4672674265
800	1.040177941	0.4672674265
801	1.040122527	0.4672674265
802	1.040080326	0.4672674265
803	1.040035443	0.4672674265
804	1.039993204	0.4672674265
805	1.03993322	0.4672674265
806	1.039895592	0.4672674265
807	1.039863617	0.4672674265
808	1.039827444	0.4672674265
809	1.039793332	0.4672674265
810	1.039740342	0.4672674265
811	1.039713933	0.4672674265
812	1.039677662	0.4672674265
813	1.039636952	0.4672674265
814	1.039606509	0.4672674265
815	1.03955683	0.4672674265
816	1.039511552	0.4672674265
817	1.039457971	0.4672674265
818	1.039421448	0.4672674265
819	1.039385286	0.4672674265
820	1.039333029	0.4672674265
821	1.039279085	0.4672674265
822	1.039233336	0.4672674265
823	1.039183188	0.4672674265
824	1.039165088	0.4672674265
825	1.039128588	0.4672674265
826	1.03907459	0.4672674265
827	1.039022375	0.4672674265
828	1.038970081	0.4672674265
829	1.038925761	0.4672674265
830	1.038887499	0.4672674265
831	1.03884375	0.4672674265
832	1.038806031	0.4672674265
833	1.038759714	0.4672674265
834	1.038736599	0.4672674265
835	1.038676014	0.4672674265
836	1.038618046	0.4672674265
837	1.038577011	0.4672674265
838	1.038533956	0.4672674265
839	1.038482606	0.4672674265
840	1.03842451	0.4672674265
841	1.038376611	0.4672674265
842	1.038337241	0.4672674265
843	1.038304294	0.4672674265
844	1.038255768	0.4672674265
845	1.038211527	0.4672674265
846	1.038173745	0.4672674265
847	1.038128293	0.4672674265
848	1.038111148	0.4672674265
849	1.038081697	0.4672674265
850	1.038045514	0.4672674265
851	1.038018439	0.4672674265
852	1.03797669	0.4672674265
853	1.037936937	0.4672674265
854	1.037897269	0.4672674265
855	1.037859218	0.4672674265
856	1.037819479	0.4672674265
857	1.037765688	0.4672674265
858	1.037724571	0.4672674265
859	1.037682637	0.4672674265
860	1.037645421	0.4672674265
861	1.037605705	0.4672674265
862	1.037562673	0.4672674265
863	1.037522837	0.4672674265
864	1.037466997	0.4672674265
865	1.03743226	0.4672674265
866	1.037388525	0.4672674265
867	1.037340246	0.4672674265
868	1.037301154	0.4672674265
869	1.037256225	0.4672674265
870	1.037214233	0.4672674265
871	1.037171072	0.4672674265
872	1.037128036	0.4672674265
873	1.037082844	0.4672674265
874	1.037038501	0.4672674265
875	1.036994167	0.4672674265
876	1.036954718	0.4672674265
877	1.03691321	0.4672674265
878	1.036873765	0.4672674265
879	1.036827623	0.4672674265
880	1.036795255	0.4672674265
881	1.036760747	0.4672674265
882	1.036721723	0.4672674265
883	1.036677813	0.4672674265
884	1.036644326	0.4672674265
885	1.036603876	0.4672674265
886	1.036557467	0.4672674265
887	1.03652072	0.4672674265
888	1.036471153	0.4672674265
889	1.036435054	0.4672674265
890	1.036387401	0.4672674265
891	1.036340513	0.4672674265
892	1.036312661	0.4672674265
893	1.036257532	0.4672674265
894	1.036214719	0.4672674265
895	1.036187216	0.4672674265
896	1.036142314	0.4672674265
897	1.036099429	0.4672674265
898	1.03605694	0.4672674265
899	1.036016089	0.4672674265
900	1.035973843	0.4672674265
901	1.035936444	0.4672674265
902	1.03588913	0.4672674265
903	1.035843848	0.4672674265
904	1.03580628	0.4672674265
905	1.035772097	0.4672674265
906	1.03572695	0.4672674265
907	1.035680409	0.4672674265
908	1.035629576	0.4672674265
909	1.035590976	0.4672674265
910	1.035545989	0.4672674265
911	1.035505729	0.4672674265
912	1.035477396	0.4672674265
913	1.035441238	0.4672674265
914	1.035395615	0.4672674265
915	1.035359697	0.4672674265
916	1.035319437	0.4672674265
917	1.035287847	0.4672674265
918	1.035248482	0.4672674265
919	1.035203829	0.4672674265
920	1.035164765	0.4672674265
921	1.035117549	0.4672674265
922	1.035081745	0.4672674265
923	1.035050116	0.4672674265
924	1.035000518	0.4672674265
925	1.03495728	0.4672674265
926	1.034921214	0.4672674265
927	1.034873058	0.4672674265
928	1.03483153	0.4672674265
929	1.034788423	0.4672674265
930	1.034744953	0.4672674265
