iter	MultiClass	Accuracy
2054	1.003758172	0.4868804665
2055	1.003728612	0.4866154254
2056	1.003712309	0.4866154254
2057	1.003678874	0.4866154254
2058	1.003661117	0.4866154254
2059	1.00364137	0.4866154254
2060	1.003626215	0.4866154254
2061	1.003604803	0.4866154254
2062	1.003584351	0.4866154254
2063	1.003554921	0.4866154254
2064	1.003531339	0.4866154254
2065	1.003506253	0.4866154254
2066	1.003480738	0.4866154254
2067	1.003462032	0.4866154254
2068	1.003442468	0.4866154254
2069	1.003417441	0.4866154254
2070	1.003400576	0.4866154254
2071	1.003386563	0.4866154254
2072	1.003372278	0.4866154254
2073	1.003350069	0.4868804665
2074	1.003333254	0.4868804665
2075	1.003318261	0.4868804665
2076	1.003287003	0.4868804665
2077	1.003268616	0.4868804665
2078	1.003250244	0.4868804665
2079	1.003225675	0.4868804665
2080	1.003193723	0.4868804665
2081	1.003178258	0.4868804665
2082	1.003159599	0.4868804665
2083	1.003146088	0.4868804665
2084	1.003131409	0.4871455076
2085	1.00311128	0.4871455076
2086	1.003094425	0.4871455076
2087	1.003081076	0.4874105486
2088	1.00306217	0.4874105486
2089	1.003045841	0.4874105486
2090	1.003033075	0.4874105486
2091	1.003013631	0.4874105486
2092	1.003008725	0.4874105486
2093	1.003000112	0.4874105486
2094	1.002977059	0.4874105486
2095	1.002960575	0.4874105486
2096	1.002933166	0.4874105486
2097	1.002916484	0.4874105486
2098	1.002899421	0.4874105486
2099	1.002880943	0.4874105486
2100	1.002863568	0.4874105486
2101	1.002835662	0.4874105486
2102	1.002822274	0.4874105486
2103	1.002802696	0.4874105486
2104	1.002774949	0.4874105486
2105	1.002759821	0.4874105486
2106	1.002734951	0.4874105486
2107	1.002712384	0.4874105486
2108	1.002693949	0.4874105486
2109	1.002676979	0.4874105486
2110	1.002653846	0.4871455076
2111	1.002644475	0.4871455076
2112	1.002623642	0.4871455076
2113	1.002609308	0.4871455076
2114	1.002584279	0.4871455076
2115	1.002569106	0.4871455076
2116	1.002552473	0.4871455076
2117	1.002529862	0.4871455076
2118	1.002510794	0.4871455076
2119	1.002491068	0.4871455076
2120	1.002464924	0.4871455076
2121	1.002452834	0.4871455076
2122	1.002427019	0.4871455076
2123	1.002402793	0.4871455076
2124	1.002384577	0.4871455076
2125	1.002365213	0.4871455076
2126	1.002346424	0.4871455076
2127	1.002332731	0.4871455076
2128	1.002314801	0.4871455076
2129	1.002285172	0.4871455076
2130	1.002270764	0.4874105486
2131	1.00225153	0.4871455076
2132	1.002232294	0.4874105486
2133	1.002213673	0.4874105486
2134	1.002185905	0.4874105486
2135	1.002162701	0.4874105486
2136	1.002127837	0.4874105486
2137	1.002112609	0.4874105486
2138	1.002097381	0.4874105486
2139	1.002086242	0.4874105486
2140	1.002070904	0.4874105486
2141	1.00205759	0.4874105486
2142	1.002033	0.4874105486
2143	1.002019922	0.4874105486
2144	1.001999646	0.4874105486
2145	1.001976761	0.4874105486
2146	1.001958494	0.4874105486
2147	1.001939096	0.4874105486
2148	1.001922668	0.4876755897
2149	1.001900164	0.4876755897
2150	1.001884604	0.4874105486
2151	1.001860263	0.4874105486
2152	1.001838622	0.4874105486
2153	1.001816418	0.4874105486
2154	1.001803239	0.4874105486
2155	1.001787619	0.4876755897
2156	1.001775155	0.4876755897
2157	1.001758531	0.4876755897
2158	1.001731987	0.4876755897
2159	1.001703425	0.4876755897
2160	1.001676351	0.4876755897
2161	1.00165289	0.4876755897
2162	1.001631068	0.4876755897
2163	1.0016106	0.4876755897
2164	1.001589045	0.4876755897
2165	1.001566867	0.4879406308
2166	1.001546989	0.4879406308
2167	1.001523487	0.4879406308
2168	1.0015099	0.4879406308
2169	1.001484522	0.4879406308
2170	1.001470913	0.4879406308
2171	1.00144374	0.4879406308
2172	1.001423398	0.4879406308
2173	1.001404707	0.4879406308
2174	1.001394043	0.4879406308
2175	1.001382353	0.4879406308
2176	1.001357391	0.4879406308
2177	1.001331858	0.4879406308
2178	1.001306991	0.4879406308
2179	1.001287162	0.4879406308
2180	1.001268033	0.4879406308
2181	1.001251058	0.4879406308
2182	1.001234588	0.4882056719
2183	1.001220922	0.4882056719
2184	1.001206847	0.4882056719
2185	1.001186951	0.4882056719
2186	1.001167867	0.4882056719
2187	1.001148748	0.488470713
2188	1.001134781	0.488470713
2189	1.001112897	0.488470713
2190	1.0010973	0.488470713
2191	1.001069394	0.488470713
2192	1.001056322	0.488470713
2193	1.0010331	0.488470713
2194	1.001013985	0.488470713
2195	1.000982737	0.488735754
2196	1.000951561	0.4890007951
2197	1.000931463	0.4890007951
2198	1.000909545	0.4890007951
2199	1.000886669	0.4890007951
2200	1.000862825	0.4890007951
2201	1.000840795	0.4890007951
2202	1.000813842	0.4890007951
2203	1.000782398	0.4890007951
2204	1.000770045	0.4890007951
2205	1.000750439	0.4890007951
2206	1.000727513	0.4892658362
2207	1.000710382	0.4892658362
2208	1.000695567	0.4892658362
2209	1.000682239	0.4892658362
2210	1.000663383	0.4892658362
2211	1.000648703	0.4892658362
2212	1.0006283	0.4892658362
2213	1.000603741	0.4895308773
2214	1.0005817	0.4895308773
2215	1.000567959	0.4895308773
2216	1.000547847	0.4895308773
2217	1.000531011	0.4895308773
2218	1.000516173	0.4895308773
2219	1.000497752	0.4895308773
2220	1.000473672	0.4895308773
2221	1.000448395	0.4897959184
2222	1.000425142	0.4897959184
2223	1.000413417	0.4895308773
2224	1.00039546	0.4897959184
2225	1.000380664	0.4897959184
2226	1.000363449	0.4897959184
2227	1.000336504	0.4897959184
2228	1.000310176	0.4897959184
2229	1.000282477	0.4897959184
2230	1.000263869	0.4903260005
2231	1.000249812	0.4903260005
2232	1.000227712	0.4903260005
2233	1.00019952	0.4903260005
2234	1.000176885	0.4903260005
2235	1.000159466	0.4903260005
2236	1.000141695	0.4903260005
2237	1.000119027	0.4903260005
2238	1.000109742	0.4903260005
2239	1.000087298	0.4903260005
2240	1.000068616	0.4903260005
2241	1.000050654	0.4903260005
2242	1.000032617	0.4903260005
2243	1.000011567	0.4905910416
2244	0.9999872756	0.4903260005
2245	0.9999761088	0.4903260005
2246	0.9999481072	0.4903260005
2247	0.9999316983	0.4903260005
2248	0.9999116265	0.4903260005
2249	0.9999026961	0.4905910416
2250	0.9998928665	0.4905910416
2251	0.9998703125	0.4905910416
2252	0.9998510166	0.4905910416
2253	0.9998270164	0.4905910416
2254	0.9998115354	0.4905910416
2255	0.9997886517	0.4905910416
2256	0.9997737146	0.4905910416
2257	0.9997517361	0.4905910416
2258	0.9997313792	0.4905910416
2259	0.9997096264	0.4905910416
2260	0.9996928979	0.4905910416
2261	0.9996656017	0.4908560827
2262	0.9996491303	0.4908560827
2263	0.9996392337	0.4908560827
2264	0.9996171187	0.4908560827
2265	0.9995969677	0.4908560827
2266	0.9995782857	0.4908560827
2267	0.9995546003	0.4908560827
2268	0.9995280469	0.4908560827
2269	0.9995097121	0.4908560827
2270	0.9994958506	0.4908560827
2271	0.9994757267	0.4908560827
2272	0.9994535435	0.4908560827
2273	0.999428612	0.4911211238
2274	0.9994164157	0.4911211238
2275	0.9993995089	0.4913861649
2276	0.9993840091	0.4913861649
2277	0.9993745984	0.4911211238
2278	0.9993573223	0.4911211238
2279	0.9993458776	0.4911211238
2280	0.9993193278	0.4911211238
2281	0.9993019596	0.4911211238
2282	0.9992677076	0.4911211238
2283	0.9992342829	0.4911211238
2284	0.9992076035	0.4911211238
2285	0.9991737793	0.4911211238
2286	0.9991456091	0.4911211238
2287	0.9991297304	0.4916512059
2288	0.999110891	0.4916512059
2289	0.9990988044	0.491916247
2290	0.9990792137	0.4916512059
2291	0.9990486726	0.491916247
2292	0.9990352953	0.491916247
2293	0.9990239386	0.491916247
2294	0.9990069532	0.491916247
2295	0.9989850581	0.4924463292
2296	0.9989562092	0.4924463292
2297	0.9989286454	0.4924463292
2298	0.9989229921	0.4924463292
2299	0.9988970391	0.4932414524
2300	0.9988741662	0.4932414524
2301	0.9988558503	0.4932414524
2302	0.9988393336	0.4932414524
2303	0.9988211535	0.4932414524
2304	0.9987988195	0.4932414524
2305	0.9987771271	0.4932414524
2306	0.9987479645	0.4932414524
2307	0.9987295296	0.4932414524
2308	0.9987138226	0.4932414524
2309	0.9986994709	0.4932414524
2310	0.9986868337	0.4932414524
2311	0.99867594	0.4935064935
2312	0.9986555643	0.4935064935
2313	0.9986288144	0.4935064935
2314	0.9986104616	0.4935064935
2315	0.9985933073	0.4935064935
2316	0.9985826581	0.4935064935
2317	0.9985670063	0.4935064935
2318	0.9985479098	0.4935064935
2319	0.9985265892	0.4935064935
2320	0.9985043034	0.4935064935
2321	0.9984765439	0.4935064935
2322	0.9984649227	0.4935064935
2323	0.9984474165	0.4935064935
2324	0.9984267126	0.4935064935
2325	0.9983991575	0.4935064935
2326	0.9983816178	0.4935064935
2327	0.9983639406	0.4935064935
2328	0.9983441068	0.4932414524
2329	0.9983192626	0.4932414524
2330	0.9982975845	0.4932414524
2331	0.9982748181	0.4932414524
2332	0.9982631104	0.4932414524
2333	0.9982430216	0.4932414524
2334	0.9982259135	0.4932414524
2335	0.9982075993	0.4932414524
2336	0.9981804131	0.4932414524
2337	0.9981478705	0.4932414524
2338	0.9981262409	0.4932414524
2339	0.998106067	0.4932414524
2340	0.9980921355	0.4932414524
2341	0.9980816528	0.4932414524
2342	0.9980639046	0.4932414524
2343	0.9980416131	0.4932414524
2344	0.9980163372	0.4935064935
2345	0.9980025093	0.4935064935
2346	0.9979845969	0.4935064935
2347	0.9979693662	0.4932414524
2348	0.9979537859	0.4932414524
2349	0.9979328036	0.4932414524
2350	0.9979118529	0.4932414524
2351	0.9978990755	0.4932414524
2352	0.9978875144	0.4932414524
2353	0.9978675472	0.4932414524
2354	0.9978472018	0.4932414524
2355	0.9978198937	0.4937715346
2356	0.9977974016	0.4937715346
2357	0.9977782413	0.4937715346
2358	0.9977665556	0.4937715346
2359	0.9977386137	0.4937715346
2360	0.9977210813	0.4937715346
2361	0.9977053007	0.4937715346
2362	0.9976835245	0.4937715346
2363	0.9976469878	0.4935064935
2364	0.9976402993	0.4937715346
2365	0.9976176603	0.4937715346
2366	0.99759456	0.4935064935
2367	0.9975790136	0.4937715346
2368	0.9975634451	0.4935064935
2369	0.9975600047	0.4937715346
2370	0.9975426639	0.4935064935
2371	0.9975267325	0.4937715346
2372	0.9975139184	0.4937715346
2373	0.9975000077	0.4937715346
2374	0.9974877906	0.4940365757
2375	0.9974710623	0.4940365757
2376	0.9974479987	0.4940365757
2377	0.9974280244	0.4940365757
2378	0.9974147208	0.4940365757
2379	0.997399336	0.4940365757
2380	0.9973820708	0.4940365757
2381	0.997371832	0.4940365757
2382	0.99735756	0.4940365757
2383	0.9973418001	0.4940365757
2384	0.9973241941	0.4940365757
2385	0.9973030648	0.4940365757
2386	0.9972891639	0.4940365757
2387	0.9972759523	0.4940365757
2388	0.9972559147	0.4940365757
2389	0.9972354081	0.4937715346
2390	0.9972122393	0.4940365757
2391	0.9971945646	0.4940365757
2392	0.997175877	0.4940365757
2393	0.9971591638	0.4940365757
2394	0.99714033	0.4940365757
2395	0.9971255153	0.4940365757
2396	0.9970961633	0.4940365757
2397	0.997087496	0.4940365757
2398	0.9970741542	0.4940365757
2399	0.9970581762	0.4940365757
2400	0.9970494543	0.4940365757
2401	0.9970224126	0.4940365757
2402	0.9970085727	0.4940365757
2403	0.9969875957	0.4940365757
2404	0.9969637947	0.4940365757
2405	0.9969451419	0.4943016168
2406	0.9969371774	0.4943016168
2407	0.9969067629	0.4943016168
2408	0.9968815445	0.4943016168
2409	0.996861472	0.4943016168
2410	0.9968457813	0.4945666578
2411	0.9968244009	0.4945666578
2412	0.9968103542	0.4945666578
2413	0.9967977664	0.4945666578
2414	0.9967806025	0.4945666578
2415	0.9967546772	0.4945666578
2416	0.9967376639	0.4945666578
2417	0.9967179779	0.4945666578
2418	0.9966962955	0.4945666578
2419	0.9966824408	0.4948316989
2420	0.9966716442	0.4945666578
2421	0.9966546179	0.4948316989
2422	0.9966259781	0.4948316989
2423	0.9966122367	0.4948316989
2424	0.996595685	0.49509674
2425	0.9965782079	0.4948316989
2426	0.9965630244	0.4948316989
2427	0.9965436556	0.4948316989
2428	0.9965207734	0.4948316989
2429	0.9965030966	0.4948316989
2430	0.9964750347	0.49509674
2431	0.9964474209	0.4948316989
2432	0.9964349027	0.4948316989
2433	0.996415674	0.4945666578
2434	0.9963937165	0.4945666578
2435	0.9963740819	0.4948316989
2436	0.9963545896	0.49509674
2437	0.9963291162	0.4948316989
2438	0.9963094861	0.49509674
2439	0.9962886635	0.49509674
2440	0.996270204	0.49509674
2441	0.9962559592	0.49509674
2442	0.9962447183	0.49509674
2443	0.9962247512	0.4956268222
2444	0.99621075	0.49509674
2445	0.9961970935	0.4953617811
2446	0.9961740579	0.4948316989
2447	0.9961492647	0.49509674
2448	0.9961283223	0.49509674
2449	0.9961110979	0.49509674
2450	0.996093296	0.49509674
2451	0.9960811991	0.4953617811
2452	0.9960644478	0.4953617811
2453	0.9960464366	0.4953617811
2454	0.9960300364	0.4953617811
2455	0.9960026774	0.4956268222
2456	0.9959729318	0.4953617811
2457	0.9959553873	0.4953617811
2458	0.9959360957	0.49509674
2459	0.9959213523	0.49509674
2460	0.9959095072	0.49509674
2461	0.9958738985	0.49509674
2462	0.995852895	0.49509674
2463	0.9958379132	0.4948316989
2464	0.9958230754	0.4948316989
2465	0.9958044363	0.4948316989
2466	0.9957829985	0.49509674
2467	0.9957658474	0.49509674
2468	0.9957481952	0.49509674
2469	0.9957268509	0.4948316989
2470	0.9957052486	0.4948316989
2471	0.9956936216	0.4948316989
2472	0.995676771	0.4948316989
2473	0.995651133	0.4948316989
2474	0.9956281949	0.49509674
2475	0.9956048683	0.49509674
2476	0.9955908337	0.49509674
2477	0.9955701992	0.49509674
2478	0.9955536024	0.4953617811
2479	0.9955422145	0.4953617811
2480	0.9955130656	0.4956268222
2481	0.9954841088	0.4956268222
2482	0.9954660634	0.4956268222
2483	0.9954581774	0.4956268222
2484	0.9954401225	0.4956268222
2485	0.9954176987	0.4956268222
2486	0.9954087281	0.4956268222
2487	0.9953810452	0.4958918632
2488	0.9953708978	0.4958918632
2489	0.9953522256	0.4958918632
2490	0.9953429542	0.4958918632
2491	0.9953272196	0.4958918632
2492	0.9953160743	0.4958918632
2493	0.9953081063	0.4958918632
2494	0.9952845021	0.4958918632
2495	0.9952667451	0.4958918632
2496	0.9952507671	0.4958918632
2497	0.9952362373	0.4958918632
2498	0.995217697	0.4958918632
2499	0.9952020055	0.4958918632
2500	0.9951894091	0.4958918632
2501	0.995161798	0.4958918632
2502	0.9951502328	0.4958918632
2503	0.995125	0.4958918632
2504	0.9951150917	0.4958918632
2505	0.9951038241	0.4958918632
2506	0.9950800952	0.4958918632
2507	0.9950668997	0.4958918632
2508	0.9950502109	0.4958918632
2509	0.9950299862	0.4958918632
2510	0.9950063225	0.4958918632
2511	0.9949913938	0.4958918632
2512	0.9949757424	0.4956268222
2513	0.994961994	0.4956268222
2514	0.9949446891	0.4956268222
2515	0.9949263508	0.4956268222
2516	0.9949094994	0.4956268222
2517	0.9948913006	0.4956268222
2518	0.9948743577	0.4956268222
2519	0.9948601852	0.4956268222
2520	0.9948346354	0.4956268222
2521	0.9948243071	0.4956268222
2522	0.994805599	0.4961569043
2523	0.9947992508	0.4964219454
2524	0.994779109	0.4964219454
2525	0.9947666057	0.4961569043
2526	0.9947522971	0.4964219454
2527	0.9947451279	0.4964219454
2528	0.9947241737	0.4964219454
2529	0.9946982414	0.4964219454
2530	0.9946864913	0.4964219454
2531	0.9946672756	0.4966869865
2532	0.994654706	0.4966869865
2533	0.9946447425	0.4966869865
2534	0.9946274074	0.4966869865
2535	0.9946033156	0.4969520276
2536	0.9945873478	0.4969520276
2537	0.9945641736	0.4969520276
2538	0.9945475375	0.4966869865
2539	0.9945242765	0.4966869865
2540	0.994515423	0.4966869865
2541	0.9944919301	0.4969520276
2542	0.9944890865	0.4969520276
2543	0.9944743056	0.4966869865
2544	0.9944545159	0.4966869865
2545	0.9944446324	0.4966869865
2546	0.9944413286	0.4966869865
2547	0.9944226967	0.4966869865
2548	0.9944127758	0.4964219454
2549	0.9943914429	0.4966869865
2550	0.9943752691	0.4964219454
2551	0.9943514487	0.4964219454
2552	0.9943341192	0.4964219454
2553	0.9943061077	0.4964219454
2554	0.9942936773	0.4964219454
2555	0.9942638478	0.4969520276
2556	0.9942465898	0.4969520276
2557	0.9942180648	0.4969520276
2558	0.9941895204	0.4969520276
2559	0.9941739993	0.4969520276
2560	0.9941581092	0.4969520276
2561	0.9941385247	0.4969520276
2562	0.9941223758	0.4969520276
2563	0.9940964101	0.4969520276
2564	0.994079549	0.4972170686
2565	0.9940679377	0.4972170686
2566	0.994041666	0.4977471508
2567	0.994018859	0.4980121919
2568	0.9940050718	0.4980121919
2569	0.9939878792	0.498277233
2570	0.9939739748	0.498277233
2571	0.9939637256	0.498277233
2572	0.9939424372	0.4985422741
2573	0.9939297689	0.4985422741
2574	0.993919153	0.4985422741
2575	0.9939000556	0.4988073151
2576	0.9938751819	0.4993373973
2577	0.9938589431	0.4993373973
2578	0.993846233	0.4993373973
2579	0.9938326569	0.4993373973
2580	0.9938224773	0.4996024384
2581	0.9938026553	0.4996024384
2582	0.993779687	0.4996024384
2583	0.9937504061	0.4996024384
2584	0.9937305003	0.4996024384
2585	0.9937128418	0.4996024384
2586	0.9936937247	0.4996024384
2587	0.9936693191	0.4996024384
2588	0.9936565938	0.4996024384
2589	0.9936462549	0.4996024384
2590	0.9936307836	0.4996024384
2591	0.9936120687	0.4998674795
2592	0.993593462	0.4998674795
2593	0.9935794951	0.4998674795
2594	0.9935618813	0.4998674795
2595	0.9935379507	0.4998674795
2596	0.9935122354	0.4998674795
2597	0.9934967903	0.4998674795
2598	0.993461756	0.5001325205
2599	0.9934376892	0.5001325205
2600	0.9934257426	0.5001325205
2601	0.9934157888	0.5001325205
2602	0.9933975854	0.5001325205
2603	0.9933881199	0.5001325205
2604	0.9933720869	0.5001325205
2605	0.9933593914	0.5001325205
2606	0.9933379593	0.5001325205
2607	0.9933168522	0.5001325205
2608	0.9932950741	0.5001325205
2609	0.9932805264	0.5001325205
2610	0.9932635521	0.5001325205
2611	0.9932440271	0.5003975616
2612	0.9932265508	0.5003975616
2613	0.9932090158	0.5003975616
2614	0.9931896824	0.5003975616
2615	0.9931729445	0.5003975616
2616	0.993153076	0.5003975616
2617	0.9931348077	0.5003975616
2618	0.9931143404	0.5006626027
2619	0.9931119676	0.5003975616
2620	0.9930987233	0.5003975616
2621	0.993079696	0.5006626027
2622	0.9930626686	0.5006626027
2623	0.993043512	0.5006626027
2624	0.9930265122	0.5006626027
2625	0.9930149911	0.5006626027
2626	0.9929971769	0.5006626027
2627	0.9929825081	0.5006626027
2628	0.9929711594	0.5006626027
2629	0.9929429049	0.5006626027
2630	0.9929197001	0.5006626027
2631	0.9928976879	0.5009276438
2632	0.9928876084	0.5009276438
2633	0.9928721114	0.5009276438
2634	0.9928567692	0.5009276438
2635	0.9928423418	0.5006626027
2636	0.9928241662	0.5009276438
2637	0.9928076909	0.5009276438
2638	0.9927978602	0.5009276438
2639	0.9927727985	0.5009276438
2640	0.9927532346	0.5009276438
2641	0.9927239448	0.5006626027
2642	0.9927004532	0.5006626027
2643	0.9926901451	0.5006626027
2644	0.9926751786	0.5006626027
2645	0.9926430633	0.5009276438
2646	0.9926304914	0.5009276438
2647	0.9926013294	0.5009276438
2648	0.9925867528	0.5009276438
2649	0.9925659634	0.5006626027
2650	0.9925571561	0.5006626027
2651	0.9925313347	0.5006626027
2652	0.9925197344	0.5009276438
2653	0.9925013445	0.5009276438
2654	0.992488977	0.5009276438
2655	0.9924690318	0.5009276438
2656	0.9924438032	0.5009276438
2657	0.9924361041	0.5009276438
2658	0.9924220106	0.5009276438
2659	0.9924033739	0.5009276438
2660	0.9923897404	0.5006626027
2661	0.9923731548	0.5009276438
2662	0.9923503287	0.5009276438
2663	0.9923372575	0.5009276438
2664	0.9923119683	0.5009276438
2665	0.9922989374	0.5009276438
2666	0.9922846858	0.5009276438
2667	0.9922594027	0.5009276438
2668	0.9922397654	0.5011926849
2669	0.9922227867	0.5009276438
2670	0.9922101558	0.5009276438
2671	0.9921867544	0.5009276438
2672	0.9921718392	0.5009276438
2673	0.9921581172	0.5009276438
2674	0.9921305124	0.5014577259
2675	0.99211376	0.5014577259
2676	0.9921087928	0.501722767
2677	0.9920913289	0.501722767
2678	0.992077269	0.501722767
2679	0.9920692372	0.501722767
2680	0.9920479809	0.501722767
2681	0.992030144	0.501722767
2682	0.9920098258	0.5014577259
2683	0.9920052104	0.5014577259
2684	0.9919989711	0.5014577259
2685	0.9919893757	0.5014577259
2686	0.9919771182	0.5014577259
2687	0.9919630419	0.5014577259
2688	0.9919447486	0.5014577259
2689	0.991929937	0.5014577259
2690	0.991901683	0.5014577259
2691	0.9918854965	0.5014577259
2692	0.9918700179	0.5014577259
2693	0.9918518687	0.5011926849
2694	0.9918378724	0.5011926849
2695	0.9918126985	0.5011926849
2696	0.9917909609	0.5011926849
2697	0.9917667092	0.5011926849
2698	0.9917498087	0.5011926849
2699	0.9917338323	0.5011926849
2700	0.9917158092	0.5014577259
2701	0.9916882888	0.5014577259
2702	0.9916655599	0.5014577259
2703	0.9916526499	0.5011926849
2704	0.9916398488	0.5011926849
2705	0.9916262349	0.5011926849
2706	0.9916012055	0.5009276438
2707	0.9915792716	0.5014577259
2708	0.9915664645	0.5014577259
2709	0.9915463644	0.501722767
2710	0.9915300772	0.5014577259
2711	0.9915154373	0.5014577259
2712	0.9914956489	0.501722767
2713	0.9914895313	0.501722767
2714	0.9914753699	0.501722767
2715	0.9914561296	0.501722767
2716	0.9914427483	0.501722767
2717	0.9914235602	0.501722767
2718	0.9914027562	0.501722767
2719	0.9913740504	0.501722767
2720	0.9913619868	0.501722767
2721	0.9913529065	0.501722767
2722	0.9913391788	0.501722767
2723	0.9913162815	0.501722767
2724	0.9912983431	0.501722767
2725	0.9912812162	0.501722767
2726	0.9912663662	0.501722767
2727	0.9912471326	0.501722767
2728	0.9912314753	0.501722767
2729	0.9912139053	0.501722767
2730	0.9911943925	0.501722767
2731	0.9911823289	0.501722767
2732	0.9911714146	0.501722767
2733	0.991156493	0.5019878081
2734	0.9911353976	0.5019878081
2735	0.9911169617	0.5019878081
2736	0.9910915796	0.501722767
2737	0.9910844474	0.501722767
2738	0.9910608209	0.5019878081
2739	0.9910424864	0.501722767
2740	0.9910255219	0.5019878081
2741	0.9910088676	0.501722767
2742	0.9909897465	0.5019878081
2743	0.9909730034	0.5019878081
2744	0.9909549574	0.501722767
2745	0.9909320017	0.5019878081
2746	0.9909213931	0.5019878081
2747	0.9909078563	0.5019878081
2748	0.9908838951	0.5019878081
2749	0.9908660054	0.5019878081
2750	0.990844324	0.5019878081
2751	0.9908251508	0.5019878081
2752	0.9908069678	0.5022528492
2753	0.9907789909	0.5022528492
2754	0.9907675871	0.5022528492
2755	0.9907469651	0.5022528492
2756	0.9907350417	0.5022528492
2757	0.9907219575	0.5022528492
2758	0.9907002703	0.5022528492
2759	0.9906902283	0.5022528492
2760	0.9906771636	0.5022528492
2761	0.9906616653	0.5022528492
2762	0.9906337717	0.5025178903
2763	0.9906148016	0.5025178903
2764	0.9905967076	0.5025178903
2765	0.9905831753	0.5022528492
2766	0.990570861	0.5022528492
2767	0.9905565068	0.5022528492
2768	0.9905485353	0.5022528492
2769	0.9905260399	0.5025178903
2770	0.9905147334	0.5025178903
2771	0.9905050824	0.5027829314
2772	0.9904884315	0.5027829314
2773	0.9904635791	0.5027829314
2774	0.9904532756	0.5025178903
2775	0.9904394344	0.5027829314
2776	0.9904370938	0.5027829314
2777	0.9904253381	0.5027829314
2778	0.9904170387	0.5027829314
2779	0.990408896	0.5027829314
2780	0.9903895839	0.5027829314
2781	0.9903771357	0.5027829314
2782	0.9903597923	0.5027829314
2783	0.9903447455	0.5027829314
2784	0.9903288135	0.5027829314
2785	0.9903143362	0.5030479724
2786	0.9903027396	0.5027829314
2787	0.9902919724	0.5027829314
2788	0.9902690613	0.5033130135
2789	0.9902635431	0.5033130135
2790	0.9902537256	0.5035780546
2791	0.9902279716	0.5030479724
2792	0.9902103782	0.5033130135
2793	0.9901847218	0.5033130135
2794	0.9901649568	0.5033130135
2795	0.9901542303	0.5033130135
2796	0.9901349138	0.5033130135
2797	0.9901176018	0.5033130135
2798	0.9900985398	0.5033130135
2799	0.9900836716	0.5033130135
2800	0.9900687801	0.5033130135
2801	0.9900573694	0.5033130135
2802	0.9900426674	0.5033130135
2803	0.990040023	0.5033130135
2804	0.9900191682	0.5035780546
2805	0.9899912686	0.5035780546
2806	0.9899826066	0.5035780546
2807	0.9899651764	0.5035780546
2808	0.9899391039	0.5035780546
2809	0.9899249451	0.5038430957
2810	0.9899104191	0.5041081368
2811	0.9898981101	0.5038430957
2812	0.9898879328	0.5038430957
2813	0.9898781816	0.5038430957
2814	0.9898708261	0.5038430957
2815	0.9898420263	0.5035780546
2816	0.9898284494	0.5035780546
2817	0.9898136917	0.5035780546
2818	0.9897968508	0.5035780546
2819	0.9897743522	0.5038430957
2820	0.9897592113	0.5038430957
2821	0.9897447874	0.5035780546
2822	0.989723632	0.5038430957
2823	0.9897131165	0.5038430957
2824	0.9896930136	0.5041081368
2825	0.9896739402	0.5041081368
2826	0.9896592858	0.5041081368
2827	0.989643192	0.5038430957
2828	0.9896366348	0.5038430957
2829	0.9896320123	0.5038430957
2830	0.9896166018	0.5038430957
2831	0.9895984424	0.5041081368
2832	0.9895875771	0.5041081368
2833	0.9895675996	0.5041081368
2834	0.9895566547	0.5041081368
2835	0.989539859	0.5041081368
2836	0.9895176028	0.5041081368
2837	0.9895065369	0.5041081368
2838	0.9894935906	0.5041081368
2839	0.9894736424	0.5041081368
2840	0.9894480716	0.5041081368
2841	0.9894355937	0.5041081368
2842	0.9894181065	0.5041081368
2843	0.9894058727	0.5041081368
2844	0.9893968457	0.5041081368
2845	0.9893825669	0.5041081368
2846	0.9893672856	0.5041081368
2847	0.9893531541	0.5043731778
2848	0.9893354712	0.5043731778
2849	0.989323338	0.5043731778
2850	0.9893055642	0.5043731778
2851	0.9892831666	0.5043731778
2852	0.9892619758	0.5043731778
2853	0.9892487621	0.5043731778
2854	0.9892280187	0.5043731778
2855	0.9892147886	0.5043731778
2856	0.9892039142	0.5043731778
2857	0.9891907563	0.5043731778
2858	0.989174434	0.5043731778
2859	0.9891504281	0.5043731778
2860	0.9891394568	0.5043731778
2861	0.9891169666	0.5041081368
2862	0.989107334	0.5043731778
2863	0.9890958374	0.5043731778
2864	0.989085155	0.5043731778
2865	0.989075616	0.5043731778
2866	0.9890599401	0.5043731778
2867	0.9890478321	0.5041081368
2868	0.9890188629	0.5041081368
2869	0.9890102388	0.5041081368
2870	0.9889955595	0.5041081368
2871	0.9889846056	0.5041081368
2872	0.9889701854	0.5041081368
2873	0.9889627902	0.5043731778
2874	0.9889441213	0.5043731778
2875	0.9889365802	0.5043731778
2876	0.9889167903	0.5046382189
2877	0.9888973846	0.5046382189
2878	0.988879961	0.5046382189
2879	0.9888691822	0.5046382189
2880	0.9888542845	0.5046382189
2881	0.9888445488	0.5043731778
2882	0.9888248376	0.5043731778
2883	0.9888075659	0.5043731778
2884	0.9888002197	0.5043731778
2885	0.988781771	0.5043731778
2886	0.9887571019	0.5043731778
2887	0.9887396272	0.5043731778
2888	0.9887196389	0.5043731778
2889	0.9886930875	0.5043731778
2890	0.9886781047	0.5043731778
2891	0.988661826	0.5043731778
2892	0.9886471368	0.5043731778
2893	0.9886259755	0.5041081368
2894	0.9885982279	0.5043731778
